"iem_cd","tck_iem_cd","ifs_tma_cd","ifs_tma_nm","tma_otl_cts"
US4435106079,HUBB,"0033",LED,"발광다이오드(Light Emitting Diode)란 전기 신호를 빛으로 바꾸는 화합물 반도체임. 휴대전화 키패드 광원, LCD용 백라이트, 자동차 계기판, 브레이크등, 방향표시등, 전광판, 조명기구 등 다양한 제품군에서 활용되고 있음."
US0378331005,AAPL,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
KYG037AX1015,AMBA,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
US0320951017,APH,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
US8825081040,TXN,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
US83088M1027,SWKS,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
US1924221039,CGNX,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
US6821891057,ON,"0041",카메라모듈/부품,"카메라모듈 제조 및 부품(렌즈, IR필터, AF액추에이터, 검사장비 등) 업체들. 스마트폰 보급이 확산되면서 모바일용 고화소 카메라모듈 시장이 확대되고 있으며, 최근 자동차 전방과 후방에도 다양하게 적용되면서 차량용 카메라모듈 수요도 증가 중."
US0231351067,AMZN,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US2855121099,EA,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US00507V1098,ATVI,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US00724F1012,ADBE,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US91332U1016,U,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US0079031078,AMD,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US5949181045,MSFT,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US67066G1040,NVDA,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US8740541094,TTWO,"0042",게임,"PC게임, 온라인게임, 비디오게임, 모바일게임 등 게임관련 콘텐츠 개발, 수입판매 또는 퍼블리싱업체. 경기불황시 가정에서 보내는 시간이 많아짐에 따라 게임이용자가 늘어나 불경기 수혜 산업으로 분류되고 있음. 환율 상승시 수출로열티 등의 수혜를 입으며, M&A와 신작모멘텀 등으로 부각되는 경향이 있음."
US26969P1084,EXP,"0044",시멘트/레미콘,"시멘트란 토목/건축 등에 사용되는 무기질 결합경화제를 의미. 레미콘(ready-mixed concrete)은 시멘트에 자갈 등을 물과 배합해 공사 현장으로 운반하여 타설하는 굳지 않은 상태의 콘크리트를 뜻함. 전형적인 내수산업으로 건설경기 등에 민감하게 주가가 움직이며, 계절적인 편중도가 높은 편임."
US90333L2016,USCR,"0044",시멘트/레미콘,"시멘트란 토목/건축 등에 사용되는 무기질 결합경화제를 의미. 레미콘(ready-mixed concrete)은 시멘트에 자갈 등을 물과 배합해 공사 현장으로 운반하여 타설하는 굳지 않은 상태의 콘크리트를 뜻함. 전형적인 내수산업으로 건설경기 등에 민감하게 주가가 움직이며, 계절적인 편중도가 높은 편임."
US9291601097,VMC,"0044",시멘트/레미콘,"시멘트란 토목/건축 등에 사용되는 무기질 결합경화제를 의미. 레미콘(ready-mixed concrete)은 시멘트에 자갈 등을 물과 배합해 공사 현장으로 운반하여 타설하는 굳지 않은 상태의 콘크리트를 뜻함. 전형적인 내수산업으로 건설경기 등에 민감하게 주가가 움직이며, 계절적인 편중도가 높은 편임."
US4180561072,HAS,"0045",캐릭터상품,애니메이션캐릭터 또는 게임 캐릭터 제작 및 완구제작업체. 그리고 드라마콘텐츠를 이용한 각종 상품기획업체.
US1200761047,BBW,"0045",캐릭터상품,애니메이션캐릭터 또는 게임 캐릭터 제작 및 완구제작업체. 그리고 드라마콘텐츠를 이용한 각종 상품기획업체.
US2546871060,DIS,"0045",캐릭터상품,애니메이션캐릭터 또는 게임 캐릭터 제작 및 완구제작업체. 그리고 드라마콘텐츠를 이용한 각종 상품기획업체.
US3610081057,FNKO,"0045",캐릭터상품,애니메이션캐릭터 또는 게임 캐릭터 제작 및 완구제작업체. 그리고 드라마콘텐츠를 이용한 각종 상품기획업체.
US47012E4035,JAKK,"0045",캐릭터상품,애니메이션캐릭터 또는 게임 캐릭터 제작 및 완구제작업체. 그리고 드라마콘텐츠를 이용한 각종 상품기획업체.
US5770811025,MAT,"0045",캐릭터상품,애니메이션캐릭터 또는 게임 캐릭터 제작 및 완구제작업체. 그리고 드라마콘텐츠를 이용한 각종 상품기획업체.
US9344231041,WBD,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US2546871060,DIS,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US00165C1045,AMC,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US92556H2067,PARA,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
CA5359194019,LGF.A,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US64110L1061,NFLX,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US17243V1026,CNK,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US20030N1019,CMCSA,"0048",영화,"영화 수입, 배급 또는 제작, 극장 관련 사업을 영위하는 업체. 영화산업은 이질적인 소비욕구를 만족시키기 위해 다양함을 갖추어야하는 산업이며, 지속적인 투자와 불확실한 수익성이 공존하는 특성이 있음."
US5949181045,MSFT,"0049",인터넷 대표주,"국내 인터넷 서비스 산업을 주도하고 있는 인터넷산업 대표기업군. 이들 소수 업체들이 상위 사업자군을 형성하며, 시장 지배력을 더욱 키워나가고 있는 상황임. 이중 구글에 이어 네이버가 국내 포털 시장 점유율 상위를 차지하고 있으며, 카카오는 국내 모바일 메신저 시장에서 압도적인 점유율을 차지하고 있음. 광고주들의 특성상 많은 트래픽이 모이는 상위 포털 업체에 광고가 집중되는 특성이 있음."
US0231351067,AMZN,"0049",인터넷 대표주,"국내 인터넷 서비스 산업을 주도하고 있는 인터넷산업 대표기업군. 이들 소수 업체들이 상위 사업자군을 형성하며, 시장 지배력을 더욱 키워나가고 있는 상황임. 이중 구글에 이어 네이버가 국내 포털 시장 점유율 상위를 차지하고 있으며, 카카오는 국내 모바일 메신저 시장에서 압도적인 점유율을 차지하고 있음. 광고주들의 특성상 많은 트래픽이 모이는 상위 포털 업체에 광고가 집중되는 특성이 있음."
US02079K3059,GOOGL,"0049",인터넷 대표주,"국내 인터넷 서비스 산업을 주도하고 있는 인터넷산업 대표기업군. 이들 소수 업체들이 상위 사업자군을 형성하며, 시장 지배력을 더욱 키워나가고 있는 상황임. 이중 구글에 이어 네이버가 국내 포털 시장 점유율 상위를 차지하고 있으며, 카카오는 국내 모바일 메신저 시장에서 압도적인 점유율을 차지하고 있음. 광고주들의 특성상 많은 트래픽이 모이는 상위 포털 업체에 광고가 집중되는 특성이 있음."
